userName;score;at;content;
muhamad irfan setia putra;1;11/10/2023 07:35;dari sekian banyak permasalahan mungkin yg paling memberatkan pengguna apk dana adalah pergantian no hp yg hilang ataupun no hp nya hangus sangat sangat di persulit, prosesnya yg ribet dan respon nya yg lambat bahkan saya baca baca di forum forum ada yg sudah mengirim sesuai intruksi dari lihak dana tapi belum ada tanggapan sama sekali, terus untuk apa kita verifikasi email kalo otp tidak bisa, saya hanya mewakilkan orang orang yg terdampak masalah ini selama penggunaan aplikasi dana, trimakasih;
Gella Mandala15;5;20/10/2023 21:51;Aplikasi bagus sangat berguna, saya puas dengan aplikasi dana , banyak vhocer bantuan , cuma di akhir bulan ini aplikasi dana agak lemot saat mau transaksi , jika di perbaiki apk dana pasti tidak ada kendala 💯🗿;
Fahri Stevenson;5;24/10/2023 02:08;Terima Kasih DANA, Karena mu aku bisa belanja, ga ada duit tapi ada saldo dana dr maen game online, bisa buat belanja, Saran saya Tolong Lebih di sosialisasi kan lagi, di kenalkan lagi kepublik penggunaan aplikasi dana dengan Qris atau kode QR biar banyak toko, tempat belanja yg pake kode QR atau Qris biar mempermudah kami, kalo perlu pom bensin dan pom pom mini pake kode QRIS Biar lebih mudah isi bensin, ditempat saya di paser(kaltim) toko, grosiran dll yg pake Kode QRIS masih sedikit,.;
Aulia;1;07/10/2023 14:04;"saat app dibuka loadingnya sangat lama tetapi malah ""aplikasi tidak merespon"", sudah dicoba beberapa kali tetap saja. akhirnya di uninstall,tetap saja tidak bisa";
Youdie Zatria;2;08/10/2023 06:34;Jelek, berat, sampai-sampai permasalahan saya 4 hari belum juga di tanggapi, uang pun taib ntah kemana,transaksi pembelian pulsa tidak ada respon, pulsa gak masuk,uang menghilang,komplesan saya tidak di. Respon,;
Novri Gaming;1;16/10/2023 17:04;Ini kenapa payleter nya gk bs di gunakan,padahal saya di kasih limit pinjaman tapi gk bs di gunakan. Parah ini dana nya. Padahal transaksi saya begitu banyak di dana ini tapi jaringan payleter nya sibuk mulu. Kasih bintang 1 aja dulu,ntr kalo dah bs payleter nya baru bintang 5;
Sireum Ateul;2;05/10/2023 22:15;Sekarang DANA Suka eror, apalagi kalau ada saldo dana pending,,, biasanya 1 jam sudah kembali ke saldo dana. Skarang hampir 3 hari bahkan sampe hilang saldo dana yg pending. Di live chat balesnya cuma gitu gitu doang di proses engga. Sudah mulai ga nyaman ini aplikasi;
Khafidz Umar;5;16/10/2023 06:33;Di era yg serba online seperti saat ini, kita sangatlah butuh aplikasi e wallet untuk melakukan berbagai transaksi, saya sebagai pengguna DANA Dompet Digital, sangatlah merekomendasikan aplikasi ini, karena menurut saya, semakin kesini DANA Dompet Digital terus dan terus memberikan pelayanan yg sangat baik, dengan berbagai fitur yg disediakan. VERY GOOD dan sukses buat developer 👍🏻;
HENDRI YANTO;2;05/10/2023 11:35;Aplikasi sering nglag pada saat mau transaksi . . Nomor CS dana tidak nyambung2 , cs diana percuma saja .. tolong di perbaiki . . Dulu tidak pernah seperti ini . Kenapa pada saat di update malah makin jelek .;
Citra Jaelani;1;23/10/2023 07:38;Aplikasi berat dan sering error, untuk transaksi pun sulit sekali, apalagi sekarang sudah ke 3x nya uang tidak nyampai ke penerima namun status sukses, dan parahnya laporan sudah dibuat tapi tidak pernah ada refund uang, so, buat kaliab hati hati aja yah dlm transaksi via dana;
Rudy Bintara;1;27/10/2023 04:35;Saya melakukan pembayaran tagihan non taglis di aplikasi dana, transaksi sukses tetapi pihak PLN belum menerima pembayarannya, sehingga meteran saya di blok. Saya hubungi chat dana tapi yang jawab mesin, saldo sudah terpotong, jadi saya harus melapor kepada siapa. Tanggung jawab dana sampai dimana. Transaksi sudah 5 hari.;
kodok terantok;1;25/10/2023 06:16;Pembayaran yg awal ya gagal tiba2 terproses setelah menunggu kurang lebih 1 Minggu,sedangkan pembayaran yg kedua untuk 1 nama yg sama bisa langsung terproses,sebagai konsumen saya merasa kecewa dan di rugikan saldo sebelumnya yg tidak terproses mestinya kembali;
Dziban Aqeel;1;06/10/2023 12:41;Dana saya eror, uang keluar, uang keluar tidak muncul tulisanya klo udah seperti itu gak bisa buat melakukan transaksi sudah 3 hari, sudah coba ganti pin, sudah coba ganti nomer tetep seperti itu,;
Doni Supriharso;1;20/10/2023 04:07;Aplikasinya sangat menjengkelkan,saya Update kePremium selalu Gagal dan harus menunggu dan menunggu.sudah berulang kali saya coba Alhasil selalu sama disuruh menunggu,saya sudah Top up tp g bsa dipakai sebagaimana mestinya.saya sdh Rugi waktu dan uang untuk menTop up tp tdk bsa digunakan.;
Pinda Pinda;5;25/10/2023 05:21;Top setelah beberapa waktu lalu aplikasi Sulit loading.. sekarang aplikasi Ringan dan Bisa simpan kartu kredit sampai beberapa macam bank..jadi mudah melakukan pembayaran... thanks;
Lisa Irana;3;26/10/2023 04:30;Udah isi saldo lumayan. Tapi ga bisa dibuat transfer /tarik tunai juga ga bisaa:( harus upgrade premium dulu. Upgrade nunggu berhari2 :((( pdhal butuh cepet.;
Awil Ska;1;12/10/2023 06:25;Tolong dong update ke versi terbaru buat khusus pengguna dana premium jika login ulang tanpa hrs pake kode OTP verifikasi cukup pake face unlock dan PIN nya aja soalnya banyak kasus ketika mau login ulang banyak kendala dari OTP !!!;
Gugi Firmansyah;1;23/10/2023 15:30;Tidak rekomended!! Tdk bisa mencegah pemotongan otomatis tanpa konfirmasi pemilik akun DANA! Eelink hongkong apaan itu min.. apk gak jelas dah 3x kepotong 12.900 sekali potong! Auto gw hapus aja ya min.. sdh pernah menghubungi pihak cs DANA..gak ada hasilnya. Tetep aja saldo masih kepotong! Payah!;
Ahmad bima Naizar putra;4;09/10/2023 01:36;Akhir² ini dana selalu eror dan loading halaman terasa berat bahkan fitur pengaturan keamanan didanaku menjadi hilang..muncul lagi kalau unimstal kemudian instal lagi..tp tetap kembali lagi..masa harus uninstal dan instal lagi...sampai kapan..tlg pihak dana segera perbaiki karena sangat mengganggu;
Dwi Rahayu;2;08/10/2023 11:46;Pihak dana kenapa bisa kecolongan kaya gini .. Td sore saldo saya masih 600.000 .kenapa tiba tiba hilang ..tinggal 600 rp. Saya cek diriwayat transaksi ko ada trnsaksi ke google #fishing master .. pada jam 16:00 lebih .. sampe habis saldoku ..padahal saya gk tau itu apk apa dan gk pernah top up ke aplikasi #finshing master ..kenpa bisa gitu dana .. klo gini siapa yg mau bertanggung jawab .atas hilangnya saldo saya. Ini bukan lagi keluhan ..tapi merugikan;
Zam Roni;5;20/10/2023 22:20;DANA sangat membantu sekali dalam hal urusan ekonomi simpel dan secepat kilat dalam memperoses. Saya yakin nanti kedepannya. DANA bukan hanya sekedar apk biasa, melainkan kebutuhan setiap orang dan wajib harus punya DANA buatnya gak ribet, manfaatnya luar biasa, 👍👍👍;
Panjalu Eri;1;18/10/2023 19:33;Dana kenapa sih, makin sini makin sulit untuk transaksi, tombol kirim gak muncul lah, loading lama lah, pdhl signal bagus dan stabil jangan kecewakan pengguna tolong.;
Frangki Adam;1;18/10/2023 03:29;Aplikasi paling susah verikasi data, saya sudah selvi di tempat terang, tetap gagal, selalu dibilang tidak jelas,karna tidak terlalu terang, aplikasi buta, masa tempat terang dibilang tidak terang🤦‍♀️😡;
Delvi propertybogor;1;15/10/2023 05:15;Saya kecewa dan lelah komplain, beli token transaksi selesai tapi tidak ada no token, rumah sudah berisik token habis, sampai sekarang komplain yang jawab komputer mau berapa kalipun saldo gak balik, token gak dapat krn transaksi sudah selesai, capek komplen dijawab transaksi sukses uang gak balik, no token gak dikirim2, gak ada tempat komplen selain diana komputer, mau 100x komplen jawabnnya sama itu itu aj,, bye deh pake dana, sekalinya ada mslah gk tau laporan kmn;
Imron Wahyu;1;13/10/2023 12:13;Smnjk d update apk ga jls, lemot, transfer ga bisa. Tp d update tp malah tambah parah, jgn penampilan yg d utamakan tp kapasitas apk nya dong yg d perbaiki.;
Wora perdana;1;08/10/2023 17:10;"Ini minta update versi terbaru bulan oktober 2023 , aplikasi dana makin parah , mau cek riwayat saja tidak bisa , mau kirim saldo ke nomor yg sudah terdaftar pun kadang ada tulisan ""nomor tidak di kenal"" harus di hapus data baru bisa normal lagi , tolong perbaiki dong pihak DANA !!!";
Kebo Bukur;5;04/10/2023 17:48;Selalu gagal transaksi ke nomor DANA dengan alasan baru pertama kali transaksi ke nomor tujuan sudah jelas kita transaksi ke sesama pengguna DANA..tolong lah segera perbaiki kualitas nya...keseringan update bukannya malah bagus eh malah semakin jelek kualitasnya..DULU GAK KAYA GINI LOHH. Sangat mengecewakan;
Bekti Juniadi;5;23/10/2023 06:02;Saya lumayqn lama menggunakan aplikasi ini,tapi sekarang saya sangat tidak suka aplikasi ini,masalahnya saldo saya sering hilang,pada hal saya tidak berlangganan apa2,kenapa aplikasi ini tidak mau balikin saldo yg hilang,tolong kembalikan saldo saya yg hilang,jangan alasan saya berlangganan ini,itu,kalau mau di bilang aplikasi bagus n bertanggung jawab,barusan isi saldo langsung habis lagi kepotong entah apa,aplikasi taik gak ada tanggung jawabnya balikin saldo;
Lian Azhari;4;08/10/2023 03:43;Bagus aplikasi nya mempermudah pembayaran tapi, kenapa saya buat dana bisnis lama banget bahkan gagal berkali kali dan pas sudah berhasil eh malah qriss nya yg lama banget dibuat padahal udah nunggu dari bulan Agustus.;
Baleo Siregar;3;10/10/2023 19:23;untuk transaksi pribadi bagus. Tapi klo untuk pemakai yg mau jual pulsa dan biaya beli token jauh mahal sama yg lain. Apa gak bisa biaya adm untk penjual plsa n token listrik di kurangi. Contoh... Isi token 50.000 kena 54.000,sedang di tmpt lain 52 ribu.klo kta penjual atau agen kita mau jual berapa?;
Kolang kaling;1;08/10/2023 05:22;"ini maksudnya dari pihak dana gimana ya bikin aplikasi ini kalo ga niat bikin aplikasi gausa bikin,mau ganti nomer aja ga bisa bisa uda buat laporan juga balasan nya juga sama aja,banyak bug nya,kalo ga niat bikin aplikasi gausa bikin,bukan mempermudah masyarakat malah mempersulit,uda di jelasin keluhan saya lewat laporan masih aja tetap di abaikan tanpa adanya balasan di balas langkah"" semua sudah di coba masih aja tetap gabisa tolong untuk dana di perbaiki kualitas pelayanan dan lainnya.";
shan shan hilmawan;1;24/10/2023 07:50;Sudah upgrade premium berkali-kali Selalu saja gagal, sudah menunggu 2 bulan tapi tidak ada kabar diterima (premium) akun saya. Saldo saya ditahan terus, mungkin saya harus menunggu 100 dekade baru bisa ditarik. Aplikasi macam apa ini?;
Laode Baza Rudin;5;03/10/2023 14:43;Semoga Dana Dompet Digital Indonesia, bisa tetap mempertahankan kualitasnya. saya sangat terbantu/memepermudah transaksi uang digital, tidak mesti ke bank dengan cukup sekali isi saldo, kita bisa transfer uang/belanja dengan mudah.;
Nadvira Channel;1;17/10/2023 09:44;Pelayanan komplainnya susah , saya masih ada sisa saldo ngendap nggak bisa ke ambil gara gara nggak bisa masuk katanya nomer hp AQ bermasalah ,saya nggak tau masalah saya apa ,tiba tiba ketika update .aplikasi jadi eror.;
Ahmad Reza;3;28/10/2023 03:41;Mohon maaf, saya knp gk bisa hub cs dana y.. Saya gk bisa login di akun dana saya, cz pilihan otp skrg cuma di WA, sedang no dana q bukan no WA.. Bisa mohon petunjuknya... Cz aq trlanjur top up ke akun dana saya soalnya.. Cs sudah di hub via WA gk, ada respon, bahkan d baca aj enggak, via telp jg malah dh habisin pulsa banyak tp belum kelar masalah..., via e-mail sudah 2 hari jawaban nya muter2 aj..;
Hesty Fitria;1;13/10/2023 09:26;apk nya bagus, cuma kok sekarang agak blank gitu ya? ditambah saldo ku hilang min sekarang,mau tarik Tunai atau mau kirim uang ke tmn juga gabisa,ke alfamart mau tarik Tunai tp disana nya invalid card, mohon bantuannya ya. kalo apk Dana ku sudah kembali normal bakal ku ubah rating nya, terimakasihhh;
Sigit Brutal;3;11/10/2023 03:45;Saya beri nilai bintang 3 karena kurang puas,,,saya mau kirim uang ke nomor org lain kok gak bisa terus padahal saya sudah premium dan mau tarik uang pun ke alfa ada biaya admin harusnya kan gak ada admin,,,mohon untuk lebih ditingkatkan sistem pembayarannya terima kasih;
Riki Setiawan;1;14/10/2023 08:53;Dana kenapa si gangguan terus. Transfer sesama dana aja gangguan gak masuk masuk. Tapi saldo kepotong. Nunggu kembali saldonya nunggu 1 jam. Kalo lagi keadaan darurat bagaimana ini. Aplikasi dana makin lama makin gak beres;
Muhamad Alpi;2;20/10/2023 18:33;Saya transaksi hanpir setiap hari dan sudah memakai aplikasi ini lebih dari 3 tahun ...belum tersedia juga payleter ...kecewa deh temen temen saya baru baru sudah ada fitur payleter ..saya pengguna lama tidak ada sama sekali;
Yudi Hendrawan Z;1;14/10/2023 14:07;Aplikasi Dana semakin hari bertambah parah : 1. Aplikasinya suka keluar sendiri 2. Lemot 3. Susah transfer antar teman, kalau mau transfer no dana yang di tuju alasannya tidak terdaftar padahal sebelumnya pernah transfer di no dana tersebut.;
Tofik Hidayat;1;26/10/2023 19:41;Aplikasi berbahay,uang bisa tranfer sendiri,saya saranin hati2 menggunakan aplikasi ini,karena saya dan ada beberapa temen saya yg ngalamin uangnya ilang.. Aplikasi ini bekerja sama dengan maling,Hati2!!!!!;
Mad Sapri 69;1;25/10/2023 00:39;Jangan ada yg kena korban lg lewat aplikasi dana, karna udh banyak ratusan orang mungkin bisa jadi lebih, saldo saya hilang dan udh melakukan laporan tapi gada titik terang, dan saldo gaa bisa kembali sampai saat ini tolong jika kalian mau donlod saya saranin jangan, karna banyak sado orang² yg pada hilang bagi yg udh donlod tolong secepatnya uninstal apk ini mulai banyak penyedot saldo secara tiba².... SEGERA UNINSTALL SEBELUM MENYESAL, JANGAN INSTAL NANTI KALI SALDO HILANG GA BAKAL KEMBALI...!;
Roy Sinaga;1;08/10/2023 04:35;Apk anjjj.. baru pertama kali daftar tapi malah gk bisa dibuka. Mana nmr tlpn udah terkait. Tapi apk nya tidak bisa dibuka. Sial benar unduh apk ini.. Kalau ada bintang minus itu yg aku beri.;
rendra bachtiar;1;09/10/2023 03:01;Aplikasi yg sangat buruk, kenapa akhir2 ini sudah sering kejadian aplikasi dana kena hack, temen saya sudah 2 org kena bajak uangnya habis di tf ke org yg gak di kenal, termasuk ke saya semdiri tfnya padahal tmen saya tidak melakukan transaksi tf, awalnya akun gak bisa di akses pas bisa di akses dan masuk ke aplikasi uang sudah raib. Hati2 bagi para pengguna e walet dana jika tidak bisa di perbaiki sistem bajaknya lebih baik di uninstall saja sungguh sangat merugikan sekali 🙏;
Resti Anggia;1;12/10/2023 03:12;Untuk pencegahan mereka siapin artikel dll itu bagus. Tapi untuk PENANGANAN Buruk. Tidak ada jawaban. Respon lambat, sudah lambat tidak terjawab pula keluhannya. Sangat buruk untuk penanganan. Sangat buruk untuk pelayanan keluhan. Sangat buruk.;
sobarudin;1;15/10/2023 04:14;aplikasi makin kesini makin lemot,mau transfer ke sesama dana harus uinstal dulu,baru bisa transfer, trs susah lagi, uinstal lagi.tolong di perbaiki,klo trs begitu mending beralih ke yang lain aja.;
Hamid Pcg;1;26/10/2023 10:58;Makin gak beresssss,,,,di apk Dana udah jelas tertulis transaksi pembayaran berhasil,tp gak ada masuk di bank yg di tuju. Biasa 1 jam udah ada kembalian saldo,tp ini udh 2 jam ada pengembalian saldo;
Билли тирта;1;07/10/2023 02:52;Sekarang apk dana sering eror terus setelah di update. Untuk melihat riwayat transaksi selalu eror. Di layar utama pun ketika isi sudah isi saldo.. belum bertambah saldo nya;
Asep Ramdani;1;10/10/2023 15:15;Ko setelah di upgrade malah makin buruk ya. Saldo selalu Ter potong google play. MW bikin yang baru KTP sudah terdaftar pake KTP orang lain ga bisa. Ribet. Jadi males pake aplikasi DANA;
Anis Fitriya Nurjanah;3;08/10/2023 04:37;"Akhir""ini sering update..tpi malah makin buruk..ng'blank..bahkan mau transaksi sj gk bisa..tolong diperhatikan dan diperbaiki..biar transaksi lebih cepat dan lebih baik terimakasih.";
Riski Azwa;1;14/10/2023 23:05;Aplikasi dana kenapa ya.... Beberapa minggu ini saya mau kirim uang sangat sulit gangguan terus padahal jaringan wf bagus jaringan data bagus Tolong dong perbaiki saya pengguna dana jadi susah jika punya kebutuhan mendadak.;
roni purnama;1;28/10/2023 02:56;Ga guna, kalo komplain ga terselamatkan maslahnya. Setiap komplain di atahin ke bot terus, CS nya kemana? Tidur? Bagi lu uang segitu kecil mungkin, tapi bagi gw itu besar. Udah lapor melalui email, telp, di apk masih ada feedback 1 hari, kurang lama apa? Di proses engga tapi tiba-tiba keterangan sudah selesai. Selesai palalu, CS nya mana? Ga mungkin sebesar Dana ga bisa melakukan auto debet, terus tuh uang yg ga jelas kemana, mau lu auto debet? Dan masuk ke rek pribadi lu!!?;
Aris Prihatmono;3;18/10/2023 00:40;Saya kemaren tanggal 16/10/2023 melakukan pembayaran PNBP melalui dana, saldo sudah berkurang tetapi tidak dapet nomor ntpn, jadi status di sistem belum terbayar, saya sudah melakukan pengaduan tetapi sampai sekarang status masih blm terbayar, apakah ada solusinya..;
Abell New;3;09/10/2023 11:16;tolong di perbaiki dong aplikasi nya ,kalau mau kirim trus pas kolom nomor nya di klik lama nunggu nya sampe bener* ekstra sabar ,nunggu sinyal bagus dlu gk kaya brimo sinyal nya gk stabil juga masih bisa tf;
Inmanzt Finance;3;04/10/2023 03:08;Sebelum Di Update Dana Sudah Berat, Lemot. Setelah Di Update, Malah Gak Bisa Konek Ke Internet. Setiap Buka Dana, Pasti Koneksi Internet Langsung Hilang, Bahkan Sampe Gak Bisa Buka App Lain. Seperti Kalo Saya Buka Dana, Intrrnet Saya Langsung Mati, Jadi Harus Mode Pesawat Dulu Baru Bisa Buka App Lain. Please Lah Buat Develover, Gak Usah Di Tambah Fitur Yang Aneh² Lagi. Supaya Gak Berat. KEMBALIKAN SAJA SEPERTI DULU, RINGAN DAN CEPAT;
